goodput_req_s_mean,n,per_gpu_goodput_req_s_mean,policy,rate,slo_attainment_completed_mean,slo_attainment_submitted_mean,slo_label,slo_tpot_s,slo_ttft_s
0.31837390700957535,1,0.15918695350478768,fcfs,10.0,0.4375,0.4375,loose,0.3,2.0
0.3491424138155812,1,0.1745712069077906,phase,10.0,0.5,0.5,loose,0.3,2.0
0.3187300645309771,1,0.15936503226548854,fcfs,12.0,0.4375,0.4375,loose,0.3,2.0
0.3424861435932454,1,0.1712430717966227,phase,12.0,0.4375,0.4375,loose,0.3,2.0
0.25779697061451917,1,0.12889848530725959,fcfs,16.0,0.3541666666666667,0.3541666666666667,loose,0.3,2.0
0.3400906281972405,1,0.17004531409862025,phase,16.0,0.4375,0.4375,loose,0.3,2.0
0.42438956178528575,1,0.21219478089264288,fcfs,2.0,0.5833333333333334,0.5833333333333334,loose,0.3,2.0
0.5861216848853719,1,0.29306084244268593,phase,2.0,0.8125,0.8125,loose,0.3,2.0
0.25216414238234053,1,0.12608207119117026,fcfs,20.0,0.3541666666666667,0.3541666666666667,loose,0.3,2.0
0.3576220108013258,1,0.1788110054006629,phase,20.0,0.4583333333333333,0.4583333333333333,loose,0.3,2.0
0.27317661907018,1,0.13658830953509,fcfs,24.0,0.375,0.375,loose,0.3,2.0
0.3772493999356804,1,0.1886246999678402,phase,24.0,0.4791666666666667,0.4791666666666667,loose,0.3,2.0
0.3147446472051099,1,0.15737232360255496,fcfs,4.0,0.4375,0.4375,loose,0.3,2.0
0.49579069791145836,1,0.24789534895572918,phase,4.0,0.7291666666666666,0.7291666666666666,loose,0.3,2.0
0.3279381208402273,1,0.16396906042011364,fcfs,6.0,0.4583333333333333,0.4583333333333333,loose,0.3,2.0
0.3994163268683811,1,0.19970816343419054,phase,6.0,0.5416666666666666,0.5416666666666666,loose,0.3,2.0
0.317552983716882,1,0.158776491858441,fcfs,8.0,0.4375,0.4375,loose,0.3,2.0
0.38564668734620233,1,0.19282334367310117,phase,8.0,0.5208333333333334,0.5208333333333334,loose,0.3,2.0
0.2122492713397169,1,0.10612463566985846,fcfs,10.0,0.2916666666666667,0.2916666666666667,medium,0.2,1.5
0.2618568103616859,1,0.13092840518084295,phase,10.0,0.375,0.375,medium,0.2,1.5
0.21248670968731806,1,0.10624335484365903,fcfs,12.0,0.2916666666666667,0.2916666666666667,medium,0.2,1.5
0.3261772796126147,1,0.16308863980630736,phase,12.0,0.4166666666666667,0.4166666666666667,medium,0.2,1.5
