goodput_req_s_mean,n,per_gpu_goodput_req_s_mean,policy,rate,slo_attainment_completed_mean,slo_attainment_submitted_mean,slo_label,slo_tpot_s,slo_ttft_s
0.21230338756489814,1,0.10615169378244907,fcfs,16.0,0.2916666666666667,0.2916666666666667,medium,0.2,1.5
0.3400906281972405,1,0.17004531409862025,phase,16.0,0.4375,0.4375,medium,0.2,1.5
0.2879786312114439,1,0.14398931560572195,fcfs,2.0,0.3958333333333333,0.3958333333333333,medium,0.2,1.5
0.5710929237344649,1,0.2855464618672324,phase,2.0,0.7916666666666666,0.7916666666666666,medium,0.2,1.5
0.20766458784428043,1,0.10383229392214022,fcfs,20.0,0.2916666666666667,0.2916666666666667,medium,0.2,1.5
0.3576220108013258,1,0.1788110054006629,phase,20.0,0.4583333333333333,0.4583333333333333,medium,0.2,1.5
0.21247070372125113,1,0.10623535186062556,fcfs,24.0,0.2916666666666667,0.2916666666666667,medium,0.2,1.5
0.3116408086425186,1,0.1558204043212593,phase,24.0,0.3958333333333333,0.3958333333333333,medium,0.2,1.5
0.25479328583270805,1,0.12739664291635402,fcfs,4.0,0.3541666666666667,0.3541666666666667,medium,0.2,1.5
0.3966325583291667,1,0.19831627916458336,phase,4.0,0.5833333333333334,0.5833333333333334,medium,0.2,1.5
0.20868789508014463,1,0.10434394754007231,fcfs,6.0,0.2916666666666667,0.2916666666666667,medium,0.2,1.5
0.3533298276143371,1,0.17666491380716856,phase,6.0,0.4791666666666667,0.4791666666666667,medium,0.2,1.5
0.211701989144588,1,0.105850994572294,fcfs,8.0,0.2916666666666667,0.2916666666666667,medium,0.2,1.5
0.3702208198523543,1,0.18511040992617714,phase,8.0,0.5,0.5,medium,0.2,1.5
0.1516066223855121,1,0.07580331119275605,fcfs,10.0,0.20833333333333334,0.20833333333333334,tight,0.1,1.0
0.18911880748343982,1,0.09455940374171991,phase,10.0,0.2708333333333333,0.2708333333333333,tight,0.1,1.0
0.15177622120522719,1,0.07588811060261359,fcfs,12.0,0.20833333333333334,0.20833333333333334,tight,0.1,1.0
0.24463295970946103,1,0.12231647985473051,phase,12.0,0.3125,0.3125,tight,0.1,1.0
0.1516452768320701,1,0.07582263841603505,fcfs,16.0,0.20833333333333334,0.20833333333333334,tight,0.1,1.0
0.2591166691026594,1,0.1295583345513297,phase,16.0,0.3333333333333333,0.3333333333333333,tight,0.1,1.0
0.2273515509564031,1,0.11367577547820155,fcfs,2.0,0.3125,0.3125,tight,0.1,1.0
0.48092035682902307,1,0.24046017841451153,phase,2.0,0.6666666666666666,0.6666666666666666,tight,0.1,1.0
0.1483318484602003,1,0.07416592423010016,fcfs,20.0,0.20833333333333334,0.20833333333333334,tight,0.1,1.0
0.27634428107375175,1,0.13817214053687588,phase,20.0,0.3541666666666667,0.3541666666666667,tight,0.1,1.0
0.1517647883723222,1,0.0758823941861611,fcfs,24.0,0.20833333333333334,0.20833333333333334,tight,0.1,1.0
0.2788365129959377,1,0.13941825649796885,phase,24.0,0.3541666666666667,0.3541666666666667,tight,0.1,1.0
0.19484192446030613,1,0.09742096223015306,fcfs,4.0,0.2708333333333333,0.2708333333333333,tight,0.1,1.0
0.3258053157703869,1,0.16290265788519345,phase,4.0,0.4791666666666667,0.4791666666666667,tight,0.1,1.0
0.1490627822001033,1,0.07453139110005165,fcfs,6.0,0.20833333333333334,0.20833333333333334,tight,0.1,1.0
0.26115682910624916,1,0.13057841455312458,phase,6.0,0.3541666666666667,0.3541666666666667,tight,0.1,1.0
0.15121570653184857,1,0.07560785326592429,fcfs,8.0,0.20833333333333334,0.20833333333333334,tight,0.1,1.0
0.18511040992617714,1,0.09255520496308857,phase,8.0,0.25,0.25,tight,0.1,1.0
