combo,combo_title,metric_family,metric,percentile,policy,policy_label,seed,per_gpu_rate,value,unit,window_low,window_high
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.0,1.1873595049418508,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,0,1.25,1.322521355357021,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.25,1.29839263599151,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,0,1.5,1.5152776998754294,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.5,1.4046556782328454,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,0,1.75,1.5043439137742851,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.75,1.4043834769575356,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,0,2.0,1.5073839715271655,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,fcfs,DistServe,1,2.0,1.4017213286172885,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,0,0.75,0.1528180694808184,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1,0.75,0.1528670609702891,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.0,0.5327376060071398,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.0,0.7580414581057777,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.25,0.8032780985821923,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.25,0.9509938585487274,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.5,0.8795043552613114,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.5,1.0197268821071126,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.75,0.9252564711133816,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.75,1.0541887611616405,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,0,2.0,0.9970469818665424,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p90,p90,phase,PhaseServe,1,2.0,1.2000922676165595,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,0,0.75,1.5237785520800406,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1,0.75,1.330987695051978,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.0,2.0053843985622146,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.0,2.3499769931835024,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.25,2.164795656998953,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.25,2.7575447146366874,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.5,2.1440335135596493,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.5,2.7750257498677833,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.75,2.1957730895994856,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.75,2.78378532916411,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,0,2.0,2.365010598450901,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,fcfs,DistServe,1,2.0,2.7901824101391774,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,0,0.75,0.2664601187035442,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1,0.75,0.2878849743989607,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.0,0.9456502706775528,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.0,1.3273518673620297,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.25,1.2765155909862371,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.25,1.8808418359452252,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.5,1.6494519198685884,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.5,2.1990481877777137,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.75,2.232046442452289,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.75,2.1945148062364543,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,0,2.0,2.2652145288538743,s/token,0.75,2.0
llama13b_sharegpt,LLaMA2-13B + ShareGPT,tpot,tpot_s_p95,p95,phase,PhaseServe,1,2.0,2.1277254723074575,s/token,0.75,2.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,1.0,28.43768939096481,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,1.0,36.52984656766057,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,1.25,31.94820596743375,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,1.25,39.92716516274959,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,1.5,34.18002950306982,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,1.5,41.97808435745537,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,1.75,36.449515517801046,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,1.75,43.75841809995472,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,2.0,38.2374620474875,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,2.0,45.05645730160177,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,2.25,39.72991789225489,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,2.25,46.35475737787783,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,2.5,40.72723922599107,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,2.5,47.40002754330635,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,2.75,41.76134864985943,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,2.75,48.211963654495776,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,0,3.0,42.48542472068221,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,fcfs,DistServe,1,3.0,48.822929673828185,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,1.0,9.595282199792564,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,1.0,14.099601428955792,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,1.25,13.054844861850142,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,1.25,18.415901446714997,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,1.5,15.583718506619334,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,1.5,21.281502698548135,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,1.75,17.40962003916502,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,1.75,23.39324971567839,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,2.0,19.20646103657782,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,2.0,25.000433332286775,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,2.25,20.6426772903651,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,2.25,26.23102346714586,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,2.5,21.780562648549676,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,2.5,27.278736856766045,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,2.75,22.76902613323182,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,2.75,28.023417564108968,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,0,3.0,23.476004315540195,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_median,p50,phase,PhaseServe,1,3.0,28.68721927888691,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,1.0,48.684498308226466,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,1.0,52.379253503866494,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,1.25,55.48720801435411,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,1.25,60.63223720155656,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,1.5,59.802315063774586,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,1.5,66.06139282975346,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,1.75,63.56759840901941,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,1.75,69.93399899825454,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,2.0,66.40877133887261,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,2.0,72.64841744396836,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,2.25,68.66452289372683,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,2.25,74.84446307271719,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,2.5,70.36567155551165,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,2.5,76.74058073200285,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,2.75,71.95046229939908,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,2.75,78.17172070033848,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,0,3.0,73.10354225616902,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,fcfs,DistServe,1,3.0,79.33185930084437,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,1.0,29.16826663725078,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,1.0,28.600549140945077,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,1.25,36.09039209783077,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,1.25,37.6458045411855,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,1.5,40.67916850466281,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,1.5,43.380718192085624,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,1.75,44.07811124622822,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,1.75,47.37969809770584,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,2.0,46.962593174539506,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,2.0,50.27315876167267,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,2.25,49.23142929933965,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,2.25,52.523779711686075,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,2.5,51.0509289521724,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,2.5,54.27147735003382,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,2.75,52.59185288567096,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,2.75,55.65039862412959,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,0,3.0,53.73742813616991,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,ttft,ttft_s_p90,p90,phase,PhaseServe,1,3.0,56.804659970104694,s,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,1.0,2.7023366689682007,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.0,2.6430613517761232,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,1.25,2.8130556675605476,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.25,2.6520505738755067,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,1.5,2.954911526525393,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.5,2.6456192553043367,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,1.75,2.948480844963342,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,1.75,2.6453855993847055,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,2.0,2.9478921201080084,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,2.0,2.6431061108907064,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,2.25,2.9447031654417515,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,2.25,2.6426386122281356,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,2.5,2.943695794558153,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,2.5,2.646604457559685,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,2.75,2.9441779835615307,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,2.75,2.6428588608279826,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,0,3.0,2.945081976009533,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,fcfs,DistServe,1,3.0,2.646178283294042,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.0,0.8485046156889035,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.0,0.8670397482812404,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.25,0.9779862736662228,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.25,0.8645074224099517,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.5,0.8893472005147487,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.5,0.8671688362956047,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,1.75,0.9100367743521928,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,1.75,0.8665553290396929,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,2.0,0.9275114249903708,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,2.0,0.8683250332251191,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,2.25,0.9255310297012328,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,2.25,0.8689705293625594,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,2.5,0.9258294426836072,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,2.5,0.8708606075495482,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,2.75,0.9246919988654554,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,2.75,0.8626815930008889,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,0,3.0,0.9292326604481786,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p90,p90,phase,PhaseServe,1,3.0,0.8680470133200288,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.0,6.516562891192734,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.0,5.419239016715437,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.25,6.539084485033527,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.25,5.43865424930118,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.5,6.4551095017232,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.5,5.4252577412407845,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,1.75,6.446804131846875,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,1.75,5.427496317774057,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,2.0,6.438284209929407,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,2.0,5.4189007722307,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,2.25,6.427720125764608,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,2.25,5.418607363943011,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,2.5,6.436098747653887,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,2.5,5.437778119929135,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,2.75,6.4397359795402735,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,2.75,5.417163066798821,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,0,3.0,6.425877094268799,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,fcfs,DistServe,1,3.0,5.420477255713195,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.0,2.5073017138056457,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,1,1.0,1.875689888256602,s/token,1.0,3.0
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,tpot,tpot_s_p95,p95,phase,PhaseServe,0,1.25,2.5453793816268444,s/token,1.0,3.0
