combo,workload,policy,per_gpu_rate,ttft_s_p90,tpot_s_p90,context_queue_s_median,bridge_queue_s_median,decode_queue_s_median,context_exec_s_median,decode_exec_s_median,phase_decode_handoff_debt_pressure_mean,phase_decode_rho_hard_mean,phase_decode_infeasible_rounds,phase_context_prefill_budget_ratio_mean,phase_decode_kas_intensity_mean
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,2.75,75.06109149986878,2.7935184221947567,44.613695085048676,0.6636428833007812,0.0156847238540649,0.3619545102119446,0.3374824523925781,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,3.0,76.2177007785067,2.795630129651787,45.27782988548279,0.6512588858604431,0.0157248973846435,0.36152923107147217,0.33774828910827637,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,3.25,77.24011457385495,2.7944486376208566,45.916056632995605,0.656815230846405,0.0157095193862915,0.3620525598526001,0.3373854160308838,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,3.5,78.12799191148952,2.793298162007704,46.46144813299179,0.661876380443573,0.01570051908493035,0.36211395263671875,0.3373951315879822,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,3.75,78.93278205161914,2.79477746229774,46.93537974357605,0.649448037147522,0.015798985958099348,0.36165839433670044,0.33765077590942383,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,4.0,79.61661894386634,2.7926576881281413,47.35660856962204,0.6457391381263733,0.01571226119995115,0.36165493726730347,0.33752644062042236,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,4.25,80.19250695733353,2.796421093183259,47.70074415206909,0.6436587572097778,0.01573038101196285,0.36131155490875244,0.3372781276702881,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,4.5,80.65481173573062,2.7910207462341834,47.97891515493393,0.6474441885948181,0.015716075897216752,0.36274319887161255,0.33750200271606445,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,4.75,81.14264936372638,2.7952568204763035,48.29960763454437,0.644923210144043,0.015735387802124003,0.36080098152160645,0.33739107847213745,,,,,
llama13b_longbench4k,LLaMA2-13B + LongBench 4K,fcfs,5.0,81.60500856535509,2.797645509351666,48.5533282160759,0.6675011515617371,0.015792846679687448,0.36189907789230347,0.3381940722465515,,,,,
