combo,combo_title,policy,policy_label,per_gpu_rate,slo_attainment_completed,goodput_req_s,throughput_completed_req_s,ttft_s_median,ttft_s_p90,ttft_s_p99,tpot_s_median,tpot_s_p90,tpot_s_p99
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,1.5,0.25390625,0.3685334212159802,1.4459581754415167,5.656254334375262,20.314524863753466,24.315400702916087,0.1075191974020751,1.7944433779693993,7.2193544292263745
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,1.75,0.21875,0.3197943430296394,1.451582668038991,8.368693170137703,24.972482741996643,29.087750017587098,0.11147394770105404,1.8590007479459818,7.241644356632611
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,2.0,0.20703125,0.3031405392706251,1.4537728449438818,10.37984253372997,28.5464476452209,32.63955166119151,0.11225367858958984,1.8924942263643942,7.197151070754051
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,2.25,0.1953125,0.2875085167225181,1.457705964166243,11.89466355741024,31.452537847496565,35.37690560061485,0.11284209329462536,1.8987593606127686,7.1999233298422824
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,2.5,0.19140625,0.28247716729053884,1.4593101045404797,13.15504388557747,33.81956032607704,37.6407358082477,0.11288836242033065,1.9095838194979087,7.212509520291357
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,2.75,0.19140625,0.28304601916047856,1.462375533628646,14.086053457576782,35.80376905659213,39.688135095126924,0.11394052054934325,1.9199908811545794,7.219409828567883
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,3.0,0.1875,0.27714814165105006,1.4618707364257246,14.888635247945786,37.42895105145871,41.446438161525876,0.1147186446250681,1.932941301117784,7.226725783799781
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,3.25,0.17578125,0.26074750585137435,1.4628606830748274,15.645062101539224,38.8838703318499,42.98348558181897,0.11393449789480255,1.9444828139059243,7.215057141352451
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,3.5,0.17578125,0.26090596306605196,1.4636974508688398,16.219166760798544,40.073745037615296,44.221708650859085,0.11384511656672044,1.9506541196802363,7.216067307605414
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,3.75,0.16015625,0.2374562745938154,1.4626281832359012,16.77936982503161,41.19951353706419,45.41379670358263,0.11433664580017784,1.9571001259703185,7.22568813945633
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,4.0,0.14453125,0.215100647323544,1.462815529296535,17.181209481321275,42.16381885791197,46.441162284296,0.11523408986227845,1.959692160400251,7.2488257183088045
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,4.25,0.14453125,0.21522201354488715,1.4639592411051328,17.560010618064553,42.90356170386075,47.257854153010996,0.11545217257591295,1.9607149181643586,7.247057771934202
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,4.5,0.13671875,0.204230227121855,1.4635146520610638,17.924934258218855,43.63239208301529,48.04316077488475,0.11495490663744246,1.9709032329171894,7.259298898717395
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,4.75,0.1328125,0.1982969123171226,1.463759162087094,18.255631185136735,44.3337982919067,48.80260169346817,0.1154175910323921,1.9778178586189945,7.255431545749312
opt13b_sharegpt,OPT-13B + ShareGPT,fcfs,DistServe,5.0,0.12890625,0.1926256051661428,1.4643195501100352,18.607233327347785,44.94614351037889,49.44827528701164,0.11578556945294775,1.992633367019395,7.274002490136779
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,0.25,0.9765625,0.47949427940483663,0.4910583724262009,0.07718171691521994,0.19332449482753872,0.25693476533517245,0.0265740587126384,0.02968258653168695,0.039684011107310596
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,0.5,0.984375,0.9089085809666169,0.9234587968377471,0.0753172752447426,0.18885035673156375,0.25624582546763125,0.028234008416765502,0.0316102529504622,0.038465344216674496
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,0.75,0.94921875,1.1337058525167656,1.1946826558392747,0.07622037595137945,0.19663251172751184,0.2660480078589172,0.03005534592274125,0.0497833440325318,0.15362212514039136
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,1.0,0.7265625,0.8738708097124135,1.1943222099794994,0.07624009763821954,0.1995632933452725,0.2925600078701974,0.041316974301238,0.2858315830607898,0.9192488923956027
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,1.25,0.5625,0.6785539043809978,1.195517585785423,0.0935290339402854,1.5467551308684044,4.784284662241124,0.0655983776872487,0.8366692950141925,3.3337226968514786
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,1.5,0.40234375,0.4892671387851094,1.1927173585911195,0.19423381844535464,7.8691978079266836,11.442982258470735,0.0766259299097843,1.039406695772583,4.195230672783222
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,1.75,0.359375,0.43491566190660313,1.1790863476974138,2.295391066465527,14.865443497989325,19.09450495325029,0.08020824023213785,1.201800355892205,6.1223241893574665
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,2.0,0.32421875,0.39606617312634207,1.201340963478406,2.782723401673138,20.385649105906484,22.685486017605292,0.07998406020718254,1.2453548186216947,6.238534605549656
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,2.25,0.3125,0.3823577712711185,1.1954009383021265,5.083496257197112,21.786480248533188,27.12466732652858,0.0815944791027215,1.3400720451062431,6.592744024503055
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,2.5,0.2734375,0.33675243562262486,1.190933859259042,6.109540783334523,23.614441412035376,29.286092196376995,0.08352656062310129,1.307791299193373,5.6923404896073135
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,2.75,0.2421875,0.30048821067385356,1.2042672308754319,6.618393471464514,27.635425754264,29.586392558747903,0.0880282783624642,1.2622181782700737,6.472805393682798
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,3.0,0.22265625,0.2745273389664714,1.1900809372797954,7.301259743049742,30.213902001082896,32.98794963142835,0.0881637473132437,1.2168910632151868,5.786762353936212
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,3.25,0.21484375,0.26559733102783556,1.1812351969189072,8.46284147631377,36.2025405283086,41.195356895551086,0.0972003795265009,1.5874159175918119,7.240692539040939
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,3.5,0.19921875,0.2437231282724384,1.1792391168528735,12.083144155330956,37.451398379262535,40.14075264820829,0.08728577553274511,1.5022756140368676,7.180303288749425
opt13b_sharegpt,OPT-13B + ShareGPT,phase,PhaseServe,3.75,0.1953125,0.23943008497123613,1.1785190133275725,12.185978240799159,39.29901784276589,41.321489694751804,0.0924684483163653,1.572846883415865,7.3659792304923855
